trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
172,False,"{'a': 0.03271243493901982, 'e': 0.03271243493901982}",25,13,24.385972080670975,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
173,False,"{'a': 0.03206468532786077, 'e': 0.03206468532786077}",20,7,23.36790445971584,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
174,False,"{'a': 0.03142976201836771, 'e': 0.03142976201836771}",30,20,17.437485292918396,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
175,False,"{'a': 0.030807411032751076, 'e': 0.030807411032751076}",35,22,25.835176626352176,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
176,False,"{'a': 0.0301973834223185, 'e': 0.0301973834223185}",25,2,27.33140318535191,"{0: 22, 1: 0, 2: 1, 3: 0, 4: 0}",1
177,False,"{'a': 0.029599435167892, 'e': 0.029599435167892}",30,24,9.96474561205176,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
178,False,"{'a': 0.029013327082197053, 'e': 0.029013327082197053}",25,18,14.25715816753913,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.028438824714184505, 'e': 0.028438824714184505}",20,13,11.782303685533353,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
180,False,"{'a': 0.027875698255247015, 'e': 0.027875698255247015}",25,9,10.73096484892319,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
181,False,"{'a': 0.02732372244729256, 'e': 0.02732372244729256}",25,17,16.95981801345374,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
182,False,"{'a': 0.026782676492638175, 'e': 0.026782676492638175}",30,3,4.220932907475518,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 1}",1
183,False,"{'a': 0.02625234396568796, 'e': 0.02625234396568796}",30,13,32.945769460691324,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.02573251272635994, 'e': 0.02573251272635994}",30,23,12.089540235382676,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 0.025222974835227212, 'e': 0.025222974835227212}",35,2,54.20744584068304,"{0: 33, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.024723526470339388, 'e': 0.024723526470339388}",20,9,19.55797372462056,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
187,False,"{'a': 0.024233967845691113, 'e': 0.024233967845691113}",25,1,38.939397908844626,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.023754103131304997, 'e': 0.023754103131304997}",25,18,14.228291649370682,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.023283740374897, 'e': 0.023283740374897}",25,20,6.67276486134735,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.02282269142509297, 'e': 0.02282269142509297}",25,11,27.122223110640924,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 0.02237077185616559, 'e': 0.02237077185616559}",20,7,25.262624223423817,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.02192780089426161, 'e': 0.02192780089426161}",35,3,46.35405856604675,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.021493601345089923, 'e': 0.021493601345089923}",25,0,38.214378786806826,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
194,False,"{'a': 0.021067999523041434, 'e': 0.021067999523041434}",20,0,28.139769048203526,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
195,False,"{'a': 0.020650825181712566, 'e': 0.020650825181712566}",25,14,21.582316762977605,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 0.02024191144580439, 'e': 0.02024191144580439}",25,0,34.86256932337701,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.019841094744370288, 'e': 0.019841094744370288}",30,17,25.40453045084832,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.01944821474538539, 'e': 0.01944821474538539}",25,18,11.164070394022893,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 0.019063114291611637, 'e': 0.019063114291611637}",20,0,31.85396507903819,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
200,False,"{'a': 0.018685639337732773, 'e': 0.018685639337732773}",20,10,16.04462985940494,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.01831563888873418, 'e': 0.01831563888873418}",20,10,22.68434257504452,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 0.01795296493950285, 'e': 0.01795296493950285}",20,13,12.019668195533994,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 0.017597472415623393, 'e': 0.017597472415623393}",25,11,26.419953150898007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.017249019115346265, 'e': 0.017249019115346265}",25,0,41.834368167039436,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.01690746565270528, 'e': 0.01690746565270528}",20,7,26.913395121739054,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.016572675401761255, 'e': 0.016572675401761255}",25,3,-7.696972156396523,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
207,False,"{'a': 0.01624451444194987, 'e': 0.01624451444194987}",30,19,20.997691007213266,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.015922851504511698, 'e': 0.015922851504511698}",20,0,-10.752176746766779,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
209,False,"{'a': 0.01560755791998283, 'e': 0.01560755791998283}",20,12,11.992900409949776,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.015298507566725518, 'e': 0.015298507566725518}",25,8,29.93219091857965,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.014995576820477703, 'e': 0.014995576820477703}",25,14,20.23004382263785,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,6,31.81191671118156,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",25,12,22.076172043242213,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,6,20.601240615743805,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",20,6,30.818856903819672,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",20,2,25.767539376033824,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",20,16,7.956600827943264,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",30,16,25.006323088907614,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,8,22.249979164375617,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",20,11,16.73709234811425,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,13,13.23455045505489,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
